Date,Amzn_Close,AMZN_Return
14/03/2006,36.91,1.99
15/03/2006,36.89,-0.05
16/03/2006,36.77,-0.33
17/03/2006,35.99,-2.12
20/03/2006,36.23,0.67
21/03/2006,35.92,-0.86
22/03/2006,36,0.22
23/03/2006,35.68,-0.89
24/03/2006,35.47,-0.59
27/03/2006,35.25,-0.62
28/03/2006,35.69,1.25
29/03/2006,36.32,1.77
30/03/2006,36.67,0.96
31/03/2006,36.53,-0.38
03/04/2006,36.14,-1.07
04/04/2006,36.77,1.74
05/04/2006,37.34,1.55
06/04/2006,38.51,3.13
07/04/2006,37.09,-3.69
10/04/2006,36.61,-1.29
11/04/2006,36.06,-1.5
12/04/2006,36.13,0.19
13/04/2006,36.62,1.36
17/04/2006,35.27,-3.69
18/04/2006,36.28,2.86
19/04/2006,36.89,1.68
20/04/2006,36.34,-1.49
21/04/2006,36.03,-0.85
24/04/2006,35.79,-0.67
25/04/2006,35.55,-0.67
26/04/2006,35.79,0.68
27/04/2006,35.74,-0.14
28/04/2006,35.21,-1.48
01/05/2006,34.59,-1.76
02/05/2006,34.38,-0.61
03/05/2006,33.96,-1.22
04/05/2006,34.47,1.5
05/05/2006,35.04,1.65
08/05/2006,34.69,-1
09/05/2006,34.84,0.43
10/05/2006,34.16,-1.95
11/05/2006,33.53,-1.84
12/05/2006,32.73,-2.39
15/05/2006,32.78,0.15
16/05/2006,32.76,-0.06
17/05/2006,31.61,-3.51
18/05/2006,32.61,3.16
19/05/2006,33.94,4.08
22/05/2006,34.83,2.62
23/05/2006,33.76,-3.07
24/05/2006,35.19,4.24
25/05/2006,35.63,1.25
26/05/2006,36.07,1.23
30/05/2006,34.64,-3.96
31/05/2006,34.61,-0.09
01/06/2006,35.07,1.33
02/06/2006,34.76,-0.88
05/06/2006,33.49,-3.65
06/06/2006,33.41,-0.24
07/06/2006,33.77,1.08
08/06/2006,33.55,-0.65
09/06/2006,33.78,0.69
12/06/2006,33.6,-0.53
13/06/2006,33.47,-0.39
14/06/2006,33.68,0.63
15/06/2006,34.96,3.8
16/06/2006,35.09,0.37
19/06/2006,35.07,-0.06
20/06/2006,35.48,1.17
21/06/2006,36.65,3.3
22/06/2006,36.37,-0.76
23/06/2006,36.55,0.49
26/06/2006,36.77,0.6
27/06/2006,36.48,-0.79
28/06/2006,36.7,0.6
29/06/2006,38.52,4.96
30/06/2006,38.68,0.42
03/07/2006,38.61,-0.18
05/07/2006,37.11,-3.89
06/07/2006,36.8,-0.84
07/07/2006,36.11,-1.87
10/07/2006,35.79,-0.89
11/07/2006,35.66,-0.36
12/07/2006,34.63,-2.89
13/07/2006,33.73,-2.6
14/07/2006,32.92,-2.4
17/07/2006,33.67,2.28
18/07/2006,33.49,-0.53
19/07/2006,34.48,2.96
20/07/2006,34.18,-0.87
21/07/2006,33.19,-2.9
24/07/2006,34.31,3.37
25/07/2006,33.59,-2.1
26/07/2006,26.26,-21.82
27/07/2006,26.56,1.14
28/07/2006,27.17,2.3
31/07/2006,26.89,-1.03
01/08/2006,26.32,-2.12
02/08/2006,26.09,-0.87
03/08/2006,26.69,2.3
04/08/2006,27.29,2.25
07/08/2006,26.78,-1.87
08/08/2006,26.36,-1.57
09/08/2006,26.21,-0.57
10/08/2006,26.49,1.07
11/08/2006,26.07,-1.59
14/08/2006,26.53,1.76
15/08/2006,27.77,4.67
16/08/2006,27.95,0.65
17/08/2006,29.09,4.08
18/08/2006,29.12,0.1
21/08/2006,28.13,-3.4
22/08/2006,28.37,0.85
23/08/2006,28.14,-0.81
24/08/2006,27.97,-0.6
25/08/2006,28.03,0.21
28/08/2006,28.91,3.14
29/08/2006,29.52,2.11
30/08/2006,30.67,3.9
31/08/2006,30.83,0.52
01/09/2006,31.76,3.02
05/09/2006,32.23,1.48
06/09/2006,30.8,-4.44
07/09/2006,29.73,-3.47
08/09/2006,30.51,2.62
11/09/2006,30.79,0.92
12/09/2006,31.72,3.02
13/09/2006,31.67,-0.16
14/09/2006,31.65,-0.06
15/09/2006,32.52,2.75
18/09/2006,32.08,-1.35
19/09/2006,31.58,-1.56
20/09/2006,32.12,1.71
21/09/2006,30.22,-5.92
22/09/2006,30.84,2.05
25/09/2006,31.79,3.08
26/09/2006,32.5,2.23
27/09/2006,32.33,-0.52
28/09/2006,31.84,-1.52
29/09/2006,32.12,0.88
02/10/2006,30.87,-3.89
03/10/2006,31.7,2.69
04/10/2006,32.76,3.34
05/10/2006,33.32,1.71
06/10/2006,32.59,-2.19
09/10/2006,33.38,2.42
10/10/2006,32.62,-2.28
11/10/2006,32.91,0.89
12/10/2006,33.55,1.94
13/10/2006,33.32,-0.69
16/10/2006,32.6,-2.16
17/10/2006,32.47,-0.4
18/10/2006,32.31,-0.49
19/10/2006,32.54,0.71
20/10/2006,32.57,0.09
23/10/2006,32.88,0.95
24/10/2006,33.63,2.28
25/10/2006,37.68,12.04
26/10/2006,38.3,1.65
27/10/2006,38.24,-0.16
30/10/2006,38.15,-0.24
31/10/2006,38.09,-0.16
01/11/2006,37.56,-1.39
02/11/2006,37.45,-0.29
03/11/2006,37.46,0.03
06/11/2006,38.21,2
07/11/2006,38.77,1.47
08/11/2006,39.47,1.81
09/11/2006,38.84,-1.6
10/11/2006,39.26,1.08
13/11/2006,39.99,1.86
14/11/2006,41.51,3.8
15/11/2006,42.6,2.63
16/11/2006,42.84,0.56
17/11/2006,42.55,-0.68
20/11/2006,42.44,-0.26
21/11/2006,42.54,0.24
22/11/2006,42.96,0.99
24/11/2006,42.41,-1.28
27/11/2006,40.85,-3.68
28/11/2006,40.92,0.17
29/11/2006,40.63,-0.71
30/11/2006,40.34,-0.71
01/12/2006,39.41,-2.31
04/12/2006,39.1,-0.79
05/12/2006,38.98,-0.31
06/12/2006,38.9,-0.21
07/12/2006,38.12,-2.01
08/12/2006,38.46,0.89
11/12/2006,38.69,0.6
12/12/2006,38.46,-0.59
13/12/2006,38.5,0.1
14/12/2006,39.02,1.35
15/12/2006,40.01,2.54
18/12/2006,39.26,-1.87
19/12/2006,39.42,0.41
20/12/2006,40.01,1.5
21/12/2006,39.89,-0.3
22/12/2006,40.24,0.88
26/12/2006,39.8,-1.09
27/12/2006,40.29,1.23
28/12/2006,40.21,-0.2
29/12/2006,39.46,-1.87
03/01/2007,38.7,-1.93
04/01/2007,38.9,0.52
05/01/2007,38.37,-1.36
08/01/2007,37.5,-2.27
09/01/2007,37.78,0.75
10/01/2007,37.15,-1.67
11/01/2007,37.4,0.67
12/01/2007,38.2,2.14
16/01/2007,38.66,1.2
17/01/2007,37.88,-2.02
18/01/2007,36.98,-2.38
19/01/2007,37.02,0.11
22/01/2007,36.95,-0.19
23/01/2007,36.43,-1.41
24/01/2007,37.26,2.28
25/01/2007,37.08,-0.48
26/01/2007,36.85,-0.62
29/01/2007,37.43,1.57
30/01/2007,37.05,-1.02
31/01/2007,37.67,1.67
01/02/2007,38.7,2.73
02/02/2007,37.39,-3.39
05/02/2007,37.16,-0.62
06/02/2007,38.27,2.99
07/02/2007,38.98,1.86
08/02/2007,39.1,0.31
09/02/2007,38.72,-0.97
12/02/2007,38.85,0.34
13/02/2007,39.31,1.18
14/02/2007,40.14,2.11
15/02/2007,40.06,-0.2
16/02/2007,40.33,0.67
20/02/2007,41.51,2.93
21/02/2007,41.26,-0.6
22/02/2007,41,-0.63
23/02/2007,40.78,-0.54
26/02/2007,40.88,0.25
27/02/2007,38.83,-5.01
28/02/2007,39.14,0.8
01/03/2007,38.85,-0.74
02/03/2007,37.69,-2.99
05/03/2007,37.05,-1.7
06/03/2007,38.58,4.13
07/03/2007,38.36,-0.57
08/03/2007,38.1,-0.68
09/03/2007,38.84,1.94
12/03/2007,38.81,-0.08
13/03/2007,37.82,-2.55
14/03/2007,38.08,0.69
15/03/2007,37.78,-0.79
16/03/2007,37.85,0.19
19/03/2007,38.45,1.59
20/03/2007,38.58,0.34
21/03/2007,39.8,3.16
22/03/2007,39.49,-0.78
23/03/2007,38.98,-1.29
26/03/2007,39.01,0.08
27/03/2007,39.37,0.92
28/03/2007,39.34,-0.08
29/03/2007,39.81,1.19
30/03/2007,39.79,-0.05
02/04/2007,40.42,1.58
03/04/2007,41.19,1.9
04/04/2007,41.53,0.83
05/04/2007,41.68,0.36
09/04/2007,41.66,-0.05
10/04/2007,41.86,0.48
11/04/2007,41.68,-0.43
12/04/2007,42.27,1.42
13/04/2007,42.41,0.33
16/04/2007,45.2,6.58
17/04/2007,45.07,-0.29
18/04/2007,44.99,-0.18
19/04/2007,44.64,-0.78
20/04/2007,44.95,0.69
23/04/2007,44.77,-0.4
24/04/2007,44.75,-0.04
25/04/2007,56.81,26.95
26/04/2007,62.78,10.51
27/04/2007,62.6,-0.29
30/04/2007,61.33,-2.03
01/05/2007,62.04,1.16
02/05/2007,61.18,-1.39
03/05/2007,62.19,1.65
04/05/2007,63.23,1.67
07/05/2007,60.82,-3.81
08/05/2007,61.83,1.66
09/05/2007,62.85,1.65
10/05/2007,60.92,-3.07
11/05/2007,61.56,1.05
14/05/2007,61.7,0.23
15/05/2007,60.58,-1.82
16/05/2007,63.22,4.36
17/05/2007,62.17,-1.66
18/05/2007,63.3,1.82
21/05/2007,68.3,7.9
22/05/2007,68.88,0.85
23/05/2007,69,0.17
24/05/2007,69.35,0.51
25/05/2007,68.55,-1.15
29/05/2007,69.63,1.58
30/05/2007,69.86,0.33
31/05/2007,69.14,-1.03
01/06/2007,68.58,-0.81
04/06/2007,70.42,2.68
05/06/2007,73.65,4.59
06/06/2007,72.29,-1.85
07/06/2007,72.04,-0.35
08/06/2007,73.24,1.67
11/06/2007,71.17,-2.83
12/06/2007,70.07,-1.55
13/06/2007,70.89,1.17
14/06/2007,71.94,1.48
15/06/2007,72.4,0.64
18/06/2007,71.83,-0.79
19/06/2007,69.81,-2.81
20/06/2007,69.1,-1.02
21/06/2007,69.67,0.82
22/06/2007,68.86,-1.16
25/06/2007,68.66,-0.29
26/06/2007,67.48,-1.72
27/06/2007,68.14,0.98
28/06/2007,68.89,1.1
29/06/2007,68.41,-0.7
02/07/2007,69.61,1.75
03/07/2007,69.45,-0.23
05/07/2007,68.73,-1.04
06/07/2007,68.97,0.35
09/07/2007,72.07,4.49
10/07/2007,70.28,-2.48
11/07/2007,70.73,0.64
12/07/2007,72.79,2.91
13/07/2007,75.1,3.17
16/07/2007,73.69,-1.88
17/07/2007,73.79,0.14
18/07/2007,73.32,-0.64
19/07/2007,73.35,0.04
20/07/2007,71.63,-2.34
23/07/2007,71.74,0.15
24/07/2007,69.25,-3.47
25/07/2007,86.18,24.45
26/07/2007,84.01,-2.52
27/07/2007,84.04,0.04
30/07/2007,82.7,-1.59
31/07/2007,78.54,-5.03
01/08/2007,77.31,-1.57
02/08/2007,79.71,3.1
03/08/2007,76.8,-3.65
06/08/2007,79,2.86
07/08/2007,79.14,0.18
08/08/2007,77.78,-1.72
09/08/2007,74.11,-4.72
10/08/2007,74.78,0.9
13/08/2007,74.87,0.12
14/08/2007,73.45,-1.9
15/08/2007,72.38,-1.46
16/08/2007,72.79,0.57
17/08/2007,75.02,3.06
20/08/2007,74.7,-0.43
21/08/2007,77.49,3.73
22/08/2007,78.5,1.3
23/08/2007,77.3,-1.53
24/08/2007,79.25,2.52
27/08/2007,78.65,-0.76
28/08/2007,76.22,-3.09
29/08/2007,79.05,3.71
30/08/2007,78.68,-0.47
31/08/2007,79.91,1.56
04/09/2007,82.7,3.49
05/09/2007,83.75,1.27
06/09/2007,86.21,2.94
07/09/2007,84.52,-1.96
10/09/2007,83.34,-1.4
11/09/2007,86.28,3.53
12/09/2007,87.3,1.18
13/09/2007,87.26,-0.05
14/09/2007,87.77,0.58
17/09/2007,86.91,-0.98
18/09/2007,88.75,2.12
19/09/2007,89,0.28
20/09/2007,89.65,0.73
21/09/2007,91.3,1.84
24/09/2007,92.59,1.41
25/09/2007,93.48,0.96
26/09/2007,93.43,-0.05
27/09/2007,93.38,-0.05
28/09/2007,93.15,-0.25
01/10/2007,93.41,0.28
02/10/2007,92.36,-1.12
03/10/2007,92.46,0.11
04/10/2007,92.26,-0.22
05/10/2007,93.43,1.27
08/10/2007,95.85,2.59
09/10/2007,95.32,-0.55
10/10/2007,94.66,-0.69
11/10/2007,89.34,-5.62
12/10/2007,92.37,3.39
15/10/2007,90.53,-1.99
16/10/2007,89.53,-1.1
17/10/2007,90.55,1.14
18/10/2007,89.85,-0.77
19/10/2007,89.76,-0.1
22/10/2007,91.29,1.7
23/10/2007,100.82,10.44
24/10/2007,88.73,-11.99
25/10/2007,88.21,-0.59
26/10/2007,90,2.03
29/10/2007,90.1,0.11
30/10/2007,88.24,-2.06
31/10/2007,89.15,1.03
01/11/2007,87.65,-1.68
02/11/2007,85.98,-1.91
05/11/2007,84.37,-1.87
06/11/2007,87.27,3.44
07/11/2007,87.04,-0.26
08/11/2007,83.58,-3.98
09/11/2007,78.89,-5.61
12/11/2007,77,-2.4
13/11/2007,79.86,3.71
14/11/2007,78.51,-1.69
15/11/2007,77.85,-0.84
16/11/2007,78.6,0.96
19/11/2007,79.18,0.74
20/11/2007,80.39,1.53
21/11/2007,79.76,-0.78
23/11/2007,81.43,2.09
26/11/2007,81.3,-0.16
27/11/2007,85.59,5.28
28/11/2007,90.3,5.5
29/11/2007,89.15,-1.27
30/11/2007,90.56,1.58
03/12/2007,90.91,0.39
04/12/2007,94.41,3.85
05/12/2007,93.19,-1.29
06/12/2007,94.21,1.09
07/12/2007,94.31,0.11
10/12/2007,93.02,-1.37
11/12/2007,90.75,-2.44
12/12/2007,91.28,0.58
13/12/2007,92.4,1.23
14/12/2007,89.08,-3.59
17/12/2007,85.09,-4.48
18/12/2007,86.89,2.12
19/12/2007,89.38,2.87
20/12/2007,90.58,1.34
21/12/2007,91.26,0.75
24/12/2007,91.01,-0.27
26/12/2007,92.85,2.02
27/12/2007,94.25,1.51
28/12/2007,94.45,0.21
31/12/2007,92.64,-1.92
02/01/2008,96.25,3.9
03/01/2008,95.21,-1.08
04/01/2008,88.79,-6.74
07/01/2008,88.82,0.03
08/01/2008,87.88,-1.06
09/01/2008,85.22,-3.03
10/01/2008,84.26,-1.13
11/01/2008,81.08,-3.77
14/01/2008,82.87,2.21
15/01/2008,80.24,-3.17
16/01/2008,80.35,0.14
17/01/2008,80.12,-0.29
18/01/2008,79.76,-0.45
22/01/2008,78.48,-1.6
23/01/2008,73.97,-5.75
24/01/2008,77.67,5
25/01/2008,77.6,-0.09
28/01/2008,75.82,-2.29
29/01/2008,73.95,-2.47
30/01/2008,74.21,0.35
31/01/2008,77.7,4.7
01/02/2008,74.63,-3.95
04/02/2008,73.95,-0.91
05/02/2008,72.09,-2.52
06/02/2008,68.49,-4.99
07/02/2008,70.91,3.53
08/02/2008,73.5,3.65
11/02/2008,75.19,2.3
12/02/2008,74.45,-0.98
13/02/2008,77.73,4.41
14/02/2008,75.8,-2.48
15/02/2008,72.96,-3.75
19/02/2008,72.08,-1.21
20/02/2008,73.64,2.16
21/02/2008,69.9,-5.08
22/02/2008,72.08,3.12
25/02/2008,73.27,1.65
26/02/2008,71.69,-2.16
27/02/2008,70.87,-1.14
28/02/2008,67.85,-4.26
29/02/2008,64.47,-4.98
03/03/2008,62.43,-3.16
04/03/2008,65.34,4.66
05/03/2008,64.99,-0.54
06/03/2008,62.74,-3.46
07/03/2008,64.09,2.15
10/03/2008,63.47,-0.97
11/03/2008,67.15,5.8
12/03/2008,66.51,-0.95
13/03/2008,68.32,2.72
14/03/2008,68.22,-0.15
17/03/2008,66.53,-2.48
18/03/2008,71.7,7.77
19/03/2008,70.17,-2.13
20/03/2008,73.19,4.3
24/03/2008,75.95,3.77
25/03/2008,75.17,-1.03
26/03/2008,73.8,-1.82
27/03/2008,70.8,-4.07
28/03/2008,69.76,-1.47
31/03/2008,71.3,2.21
01/04/2008,76.7,7.57
02/04/2008,77.37,0.87
03/04/2008,74.94,-3.14
04/04/2008,76.87,2.58
07/04/2008,76.9,0.04
08/04/2008,77.3,0.52
09/04/2008,74.39,-3.76
10/04/2008,74.83,0.59
11/04/2008,71.99,-3.8
14/04/2008,72.61,0.86
15/04/2008,72.5,-0.15
16/04/2008,74.59,2.88
17/04/2008,74.04,-0.74
18/04/2008,80.1,8.18
21/04/2008,80.18,0.1
22/04/2008,79.6,-0.72
23/04/2008,81,1.76
24/04/2008,77.69,-4.09
25/04/2008,80.86,4.08
28/04/2008,81.97,1.37
29/04/2008,80.74,-1.5
30/04/2008,78.63,-2.61
01/05/2008,79.36,0.93
02/05/2008,77.31,-2.58
05/05/2008,75.92,-1.8
06/05/2008,75.71,-0.28
07/05/2008,73.18,-3.34
08/05/2008,72.79,-0.53
09/05/2008,72.41,-0.52
12/05/2008,74.53,2.93
13/05/2008,74.56,0.04
14/05/2008,74.2,-0.48
15/05/2008,76.12,2.59
16/05/2008,76.46,0.45
19/05/2008,82.29,7.62
20/05/2008,80.72,-1.91
21/05/2008,78.3,-3
22/05/2008,79.26,1.23
23/05/2008,78.35,-1.15
27/05/2008,80.62,2.9
28/05/2008,80.08,-0.67
29/05/2008,80.35,0.34
30/05/2008,81.62,1.58
02/06/2008,80.23,-1.7
03/06/2008,80.11,-0.15
04/06/2008,81.5,1.74
05/06/2008,84.51,3.69
06/06/2008,80.63,-4.59
09/06/2008,79.43,-1.49
10/06/2008,79.62,0.24
11/06/2008,77.28,-2.94
12/06/2008,76.15,-1.46
13/06/2008,79.17,3.97
16/06/2008,81.7,3.2
17/06/2008,82.97,1.55
18/06/2008,82.52,-0.54
19/06/2008,84.26,2.11
20/06/2008,81.1,-3.75
23/06/2008,80.68,-0.52
24/06/2008,79.64,-1.29
25/06/2008,80.51,1.09
26/06/2008,76.3,-5.23
27/06/2008,74.66,-2.15
30/06/2008,73.33,-1.78
01/07/2008,73.62,0.4
02/07/2008,71.44,-2.96
03/07/2008,72,0.78
07/07/2008,72.49,0.68
08/07/2008,75.04,3.52
09/07/2008,70.61,-5.9
10/07/2008,70.63,0.03
11/07/2008,68.54,-2.96
14/07/2008,66.28,-3.3
15/07/2008,67.03,1.13
16/07/2008,71.84,7.18
17/07/2008,72.11,0.38
18/07/2008,69.12,-4.15
21/07/2008,68.48,-0.93
22/07/2008,67.97,-0.74
23/07/2008,70.54,3.78
24/07/2008,78.72,11.6
25/07/2008,78.31,-0.52
28/07/2008,75.98,-2.98
29/07/2008,78.21,2.93
30/07/2008,78.21,0
31/07/2008,76.34,-2.39
01/08/2008,75.75,-0.77
04/08/2008,75.71,-0.05
05/08/2008,79.11,4.49
06/08/2008,78.09,-1.29
07/08/2008,76.95,-1.46
08/08/2008,80.51,4.63
11/08/2008,88.09,9.41
12/08/2008,87.25,-0.95
13/08/2008,86.69,-0.64
14/08/2008,88.03,1.55
15/08/2008,86.4,-1.85
18/08/2008,83.11,-3.81
19/08/2008,81.29,-2.19
20/08/2008,82.13,1.03
21/08/2008,83.26,1.38
22/08/2008,85.26,2.4
25/08/2008,82.85,-2.83
26/08/2008,81.76,-1.32
27/08/2008,81.73,-0.04
28/08/2008,83.42,2.07
29/08/2008,80.81,-3.13
02/09/2008,81.41,0.74
03/09/2008,80.77,-0.79
04/09/2008,78.03,-3.39
05/09/2008,79.19,1.49
08/09/2008,81.16,2.49
09/09/2008,79.04,-2.61
10/09/2008,76.74,-2.91
11/09/2008,79.51,3.61
12/09/2008,78.3,-1.52
15/09/2008,77.34,-1.23
16/09/2008,78.73,1.8
17/09/2008,71.54,-9.13
18/09/2008,76.5,6.93
19/09/2008,81,5.88
22/09/2008,74.93,-7.49
23/09/2008,71.76,-4.23
24/09/2008,69.96,-2.51
25/09/2008,72.08,3.03
26/09/2008,70.7,-1.91
29/09/2008,63.35,-10.4
30/09/2008,72.76,14.85
01/10/2008,69.58,-4.37
02/10/2008,67.36,-3.19
03/10/2008,67,-0.53
06/10/2008,65.23,-2.64
07/10/2008,58.52,-10.29
08/10/2008,61.02,4.27
09/10/2008,56,-8.23
10/10/2008,56.25,0.45
13/10/2008,62.02,10.26
14/10/2008,55.86,-9.93
15/10/2008,48.72,-12.78
16/10/2008,50.29,3.22
17/10/2008,50.65,0.72
20/10/2008,52.97,4.58
21/10/2008,50.23,-5.17
22/10/2008,49.99,-0.48
23/10/2008,50.32,0.66
24/10/2008,48.96,-2.7
27/10/2008,49.58,1.27
28/10/2008,56.04,13.03
29/10/2008,56.89,1.52
30/10/2008,56.71,-0.32
31/10/2008,57.24,0.93
03/11/2008,55.77,-2.57
04/11/2008,58.45,4.81
05/11/2008,51.98,-11.07
06/11/2008,47.22,-9.16
07/11/2008,49.21,4.21
10/11/2008,48.46,-1.52
11/11/2008,46.3,-4.46
12/11/2008,41.56,-10.24
13/11/2008,44.93,8.11
14/11/2008,41.75,-7.08
17/11/2008,39.69,-4.93
18/11/2008,38.44,-3.15
19/11/2008,35.84,-6.76
20/11/2008,35.03,-2.26
21/11/2008,37.87,8.11
24/11/2008,42.5,12.23
25/11/2008,42.19,-0.73
26/11/2008,43.96,4.2
28/11/2008,42.7,-2.87
01/12/2008,40.47,-5.22
02/12/2008,41.19,1.78
03/12/2008,45.21,9.76
04/12/2008,47.32,4.67
05/12/2008,48.26,1.99
08/12/2008,51.41,6.53
09/12/2008,51.25,-0.31
10/12/2008,49.7,-3.02
11/12/2008,48.25,-2.92
12/12/2008,51.25,6.22
15/12/2008,48.85,-4.68
16/12/2008,52.63,7.74
17/12/2008,53.18,1.05
18/12/2008,52.08,-2.07
19/12/2008,51.56,-1
22/12/2008,49.84,-3.34
23/12/2008,51.08,2.49
24/12/2008,51.44,0.7
26/12/2008,51.78,0.66
29/12/2008,49.4,-4.6
30/12/2008,50.76,2.75
31/12/2008,51.28,1.02
02/01/2009,54.36,6.01
05/01/2009,54.06,-0.55
06/01/2009,57.36,6.1
07/01/2009,56.2,-2.02
08/01/2009,57.16,1.71
09/01/2009,55.51,-2.89
12/01/2009,51.92,-6.47
13/01/2009,51.45,-0.91
14/01/2009,48.49,-5.75
15/01/2009,51.44,6.08
16/01/2009,51.59,0.29
20/01/2009,48.44,-6.11
21/01/2009,50.54,4.34
22/01/2009,49.94,-1.19
23/01/2009,50.63,1.38
26/01/2009,49.63,-1.98
27/01/2009,48.44,-2.4
28/01/2009,50.36,3.96
29/01/2009,50,-0.71
30/01/2009,58.82,17.64
02/02/2009,61.15,3.96
03/02/2009,63.59,3.99
04/02/2009,61.06,-3.98
05/02/2009,63.18,3.47
06/02/2009,66.55,5.33
09/02/2009,66.71,0.24
10/02/2009,63.31,-5.1
11/02/2009,64.35,1.64
12/02/2009,63.96,-0.61
13/02/2009,63.26,-1.09
17/02/2009,61.67,-2.51
18/02/2009,62.35,1.1
19/02/2009,61.95,-0.64
20/02/2009,63.86,3.08
23/02/2009,61.71,-3.37
24/02/2009,65.6,6.3
25/02/2009,63.71,-2.88
26/02/2009,62.34,-2.15
27/02/2009,64.79,3.93
02/03/2009,61.99,-4.32
03/03/2009,61.7,-0.47
04/03/2009,64.81,5.04
05/03/2009,64.77,-0.06
06/03/2009,61.69,-4.76
09/03/2009,60.49,-1.95
10/03/2009,65.71,8.63
11/03/2009,68.54,4.31
12/03/2009,69.58,1.52
13/03/2009,68.63,-1.37
16/03/2009,66.98,-2.4
17/03/2009,71.35,6.52
18/03/2009,71.25,-0.14
19/03/2009,70.1,-1.61
20/03/2009,69.96,-0.2
23/03/2009,75.58,8.03
24/03/2009,72.81,-3.66
25/03/2009,72.4,-0.56
26/03/2009,73.69,1.78
27/03/2009,70.52,-4.3
30/03/2009,71.44,1.3
31/03/2009,73.44,2.8
01/04/2009,73.5,0.08
02/04/2009,76.34,3.86
03/04/2009,78.17,2.4
06/04/2009,77.99,-0.23
07/04/2009,75.51,-3.18
08/04/2009,76.98,1.95
09/04/2009,79.77,3.62
13/04/2009,78.94,-1.04
14/04/2009,77.22,-2.18
15/04/2009,74.71,-3.25
16/04/2009,77.25,3.4
17/04/2009,78.05,1.04
20/04/2009,77.57,-0.61
21/04/2009,78.74,1.51
22/04/2009,79.2,0.58
23/04/2009,80.61,1.78
24/04/2009,84.46,4.78
27/04/2009,83.12,-1.59
28/04/2009,82.4,-0.87
29/04/2009,79.79,-3.17
30/04/2009,80.52,0.91
01/05/2009,78.96,-1.94
04/05/2009,79.77,1.03
05/05/2009,81.9,2.67
06/05/2009,81.99,0.11
07/05/2009,79.28,-3.31
08/05/2009,77.95,-1.68
11/05/2009,78.61,0.85
12/05/2009,77.93,-0.87
13/05/2009,74.19,-4.8
14/05/2009,75.11,1.24
15/05/2009,73.6,-2.01
18/05/2009,75.95,3.19
19/05/2009,77.87,2.53
20/05/2009,77.97,0.13
21/05/2009,75.96,-2.58
22/05/2009,75.64,-0.42
26/05/2009,78.39,3.64
27/05/2009,77.1,-1.65
28/05/2009,77.65,0.71
29/05/2009,77.99,0.44
01/06/2009,83.05,6.49
02/06/2009,84.93,2.26
03/06/2009,85.68,0.88
04/06/2009,85.52,-0.19
05/06/2009,87.56,2.39
08/06/2009,86.36,-1.37
09/06/2009,87.08,0.83
10/06/2009,86.59,-0.56
11/06/2009,85.69,-1.04
12/06/2009,84.08,-1.88
15/06/2009,83.18,-1.07
16/06/2009,82.15,-1.24
17/06/2009,82.65,0.61
18/06/2009,81.6,-1.27
19/06/2009,82.96,1.67
22/06/2009,79.15,-4.59
23/06/2009,77.68,-1.86
24/06/2009,79.27,2.05
25/06/2009,82.2,3.7
26/06/2009,83.88,2.04
29/06/2009,83.03,-1.01
30/06/2009,83.66,0.76
01/07/2009,81.6,-2.46
02/07/2009,79.32,-2.79
06/07/2009,78.1,-1.54
07/07/2009,75.63,-3.16
08/07/2009,77.36,2.29
09/07/2009,78.1,0.96
10/07/2009,77.63,-0.6
13/07/2009,81.47,4.95
14/07/2009,81.95,0.59
15/07/2009,84.55,3.17
16/07/2009,86.11,1.85
17/07/2009,85.85,-0.3
20/07/2009,88.23,2.77
21/07/2009,89.01,0.88
22/07/2009,88.79,-0.25
23/07/2009,93.87,5.72
24/07/2009,86.49,-7.86
27/07/2009,84.24,-2.6
28/07/2009,84.98,0.88
29/07/2009,84.34,-0.75
30/07/2009,86.09,2.07
31/07/2009,85.76,-0.38
03/08/2009,87.44,1.96
04/08/2009,85.8,-1.88
05/08/2009,84.29,-1.76
06/08/2009,84.47,0.21
07/08/2009,85.32,1.01
10/08/2009,84.44,-1.03
11/08/2009,83.56,-1.04
12/08/2009,85.96,2.87
13/08/2009,84.6,-1.58
14/08/2009,83.58,-1.21
17/08/2009,81.06,-3.02
18/08/2009,82.12,1.31
19/08/2009,83,1.07
20/08/2009,84.09,1.31
21/08/2009,85,1.08
24/08/2009,84.5,-0.59
25/08/2009,84.19,-0.37
26/08/2009,84,-0.23
27/08/2009,84.31,0.37
28/08/2009,82.76,-1.84
31/08/2009,81.19,-1.9
01/09/2009,79.16,-2.5
02/09/2009,78.14,-1.29
03/09/2009,78.46,0.41
04/09/2009,78.87,0.52
08/09/2009,80.9,2.57
09/09/2009,82.24,1.66
10/09/2009,83.85,1.96
11/09/2009,84.54,0.82
14/09/2009,83.86,-0.8
15/09/2009,83.55,-0.37
16/09/2009,90.7,8.56
17/09/2009,90.44,-0.29
18/09/2009,90.28,-0.18
21/09/2009,90.56,0.31
22/09/2009,93.75,3.52
23/09/2009,92.38,-1.46
24/09/2009,92.11,-0.29
25/09/2009,90.52,-1.73
28/09/2009,92.21,1.87
29/09/2009,91.72,-0.53
30/09/2009,93.36,1.79
01/10/2009,91.04,-2.49
02/10/2009,89.85,-1.31
05/10/2009,88.67,-1.31
06/10/2009,90.91,2.53
07/10/2009,93.97,3.37
08/10/2009,95.22,1.33
09/10/2009,95.71,0.51
12/10/2009,93.6,-2.2
13/10/2009,94.83,1.31
